id,type,sub_type,start_date,end_date,listing_type,tom,building_age,total_floor_count,floor_no,room_count,size,address,furnished,heating_type,price,price_currency
8684,Konut,Daire,2/19/19,2/25/19,1,6,0,5,1,3+1,120,Aydın/Didim/Yeni,,Kalorifer (Doğalgaz),310000,TRY
8685,Konut,Daire,10/25/18,,1,125,11-15 arası,,4,2+1,80,Eskişehir/Tepebaşı/Yenibağlar,,Kalorifer (Doğalgaz),210000,TRY
8686,Konut,Daire,11/9/18,,1,110,2,9,1,4+1,185,Ankara/Yenimahalle/Yukarı Yahyalar,,Kalorifer (Doğalgaz),350000,TRY
8687,Konut,Daire,10/15/18,,1,135,0,3,3,3+1,,Konya/Selçuklu/Mehmet Akif,,Kalorifer (Doğalgaz),275000,TRY
8688,Konut,Daire,10/9/18,1/11/19,2,94,11-15 arası,3,Giriş Katı,3+1,,İzmir/Gaziemir/Menderes,,Kalorifer (Doğalgaz),1200,TRY
8689,Konut,Daire,12/12/18,1/11/19,1,30,0,9,Yüksek Giriş,1+1,70,Adana/Seyhan/Pınar,,Kalorifer (Doğalgaz),140000,TRY
8690,Konut,Daire,10/4/18,,2,146,6-10 arası,10-20 arası,5,3+1,,Adana/Seyhan/Sümer,,Kalorifer (Doğalgaz),1300,TRY
8691,Konut,Daire,10/28/18,12/28/18,1,61,0,5,3,2+1,110,İstanbul/Çatalca/Ferhatpaşa,,Kalorifer (Doğalgaz),320000,TRY
8692,Konut,Daire,2/4/19,,2,23,16-20 arası,4,4,2+1,100,Kocaeli/Gölcük/Donanma,,Kalorifer (Doğalgaz),650,TRY
8693,Konut,Müstakil Ev,11/21/18,,1,98,0,4,Müstakil,3+1,135,Gaziantep/Şahinbey/Güneş,,Kalorifer (Doğalgaz),390000,TRY
8694,Konut,Daire,11/1/18,2/1/19,1,92,5,6,Kot 1,3+1,155,Konya/Karatay/Hacısadık,,Kalorifer (Doğalgaz),210000,TRY
8695,Konut,Daire,1/30/19,,2,28,5,3,Giriş Katı,2+1,55,İstanbul/Avcılar/Cihangir,,Kalorifer (Doğalgaz),1100,TRY
8696,Konut,Daire,10/15/18,12/28/18,1,74,0,5,3,3+1,125,İstanbul/Çatalca/Ferhatpaşa,,Kalorifer (Doğalgaz),390000,TRY
8697,Konut,Daire,9/6/18,9/10/18,2,4,3,,Kot 2,2+1,,İstanbul/Kağıthane/Çağlayan,,Kalorifer (Doğalgaz),1350,TRY
8698,Konut,Daire,11/28/18,,1,91,16-20 arası,5,5,3+1,120,Bursa/Osmangazi/Akpınar,,Kalorifer (Doğalgaz),305000,TRY
8699,Konut,Daire,1/22/19,2/22/19,1,31,4,4,1,1+1,55,Eskişehir/Tepebaşı/Eskibağlar,,Kalorifer (Doğalgaz),150000,TRY
8700,Konut,Daire,11/13/18,,1,106,4,4,1,3+1,160,İzmir/Çiğli/Küçük Çiğli,,Kalorifer (Doğalgaz),365000,TRY
8701,Konut,Daire,12/14/18,2/9/19,1,57,0,10-20 arası,4,3+1,130,Kayseri/Talas/Mevlana,,Kalorifer (Doğalgaz),205000,TRY
8702,Konut,Daire,12/30/18,,1,59,2,,Zemin Kat,3+1,110,İstanbul/Pendik/Yenişehir,,Kalorifer (Doğalgaz),220000,TRY
8703,Konut,Daire,9/11/18,1/11/19,1,122,0,,Kot 2,1+1,,Bursa/Gürsu/Kurtuluş,,Kalorifer (Doğalgaz),17000,TRY
8704,Konut,Daire,10/14/18,11/6/18,1,23,0,7,4,3+1,120,Ankara/Çankaya/Mürsel Uluç,,Kalorifer (Doğalgaz),425000,TRY
8705,Konut,Villa,9/24/18,,1,156,1,3,Müstakil,4+1,,Sakarya/Sapanca/Göl,,Kalorifer (Doğalgaz),1125000,TRY
8706,Konut,Daire,10/1/18,10/14/18,1,13,0,4,1,2+1,,Aydın/Kuşadası/Davutlar,,Kalorifer (Doğalgaz),175000,TRY
8707,Konut,Daire,11/2/18,,2,117,0,3,1,1+1,50,Denizli/Merkezefendi/Değirmenönü,,Kalorifer (Doğalgaz),850,TRY
8708,Konut,Daire,1/2/19,,1,56,0,4,Kot 3,3+1,115,Kocaeli/Gölcük/Çiftlik,,Kalorifer (Doğalgaz),295000,TRY
8709,Konut,Daire,10/4/18,12/12/18,1,69,0,20 ve üzeri,5,3+1,,Adana/Seyhan/2000 Evler,,Kalorifer (Doğalgaz),365000,TRY
8710,Konut,Daire,9/4/18,,1,176,0,3,1,3+1,,İstanbul/Başakşehir/Güvercintepe,,Kalorifer (Doğalgaz),450000,TRY
8711,Konut,Daire,12/3/18,,1,86,0,4,3,3+1,110,Çanakkale/Biga/Hamdibey,,Kalorifer (Doğalgaz),260000,TRY
8712,Konut,Daire,12/5/18,2/19/19,1,76,0,4,2,2+1,65,Aydın/Söke/Atatürk,,Kalorifer (Doğalgaz),140000,TRY
8713,Konut,Daire,9/19/18,12/17/18,1,89,6-10 arası,10-20 arası,4,4+1,,Malatya/Battalgazi/Çolaklı,,Kalorifer (Doğalgaz),410000,TRY
8714,Konut,Daire,1/31/19,,2,27,4,3,3,3+1,115,Ankara/Altındağ/Çamlık,,Kalorifer (Doğalgaz),650,TRY
8715,Konut,Daire,9/11/18,10/1/18,1,20,0,3,Giriş Katı,3+1,,Bursa/Nilüfer/Kültür,,Kalorifer (Doğalgaz),375000,TRY
8716,Konut,Daire,11/3/18,11/22/18,2,19,4,2,1,3+1,118,Kocaeli/Gölcük/Yeni,,Kalorifer (Doğalgaz),1300,TRY
8717,Konut,Daire,12/24/18,1/23/19,2,30,0,10,5,2+1,130,İstanbul/Sultangazi/Habibler,,Kalorifer (Doğalgaz),1300,TRY
8718,Konut,Daire,10/7/18,11/6/18,2,30,6-10 arası,9,1,3+1,,Isparta/Merkez/Anadolu,,Kalorifer (Doğalgaz),750,TRY
8719,Konut,Daire,9/28/18,1/23/19,1,117,16-20 arası,,Kot 2,3+1,,Malatya/Battalgazi/Fırat,,Kalorifer (Doğalgaz),220000,TRY
8720,Konut,Villa,2/13/19,,1,14,3,3,Müstakil,5+1,180,İzmir/Urla/Çamlıçay,,Kalorifer (Doğalgaz),800000,TRY
8721,Konut,Daire,11/19/18,,1,100,11-15 arası,8,3,3+1,140,İstanbul/Çekmeköy/Mimar Sinan,,Kalorifer (Doğalgaz),695000,TRY
8722,Konut,Daire,11/16/18,,1,103,0,3,3,2+2,95,Kütahya/Merkez/Gaybiefendi,,Kalorifer (Doğalgaz),145000,TRY
8723,Konut,Villa,10/25/18,11/24/18,1,30,6-10 arası,2,Müstakil,6+2,450,İstanbul/Arnavutköy/Mavigöl,,Kalorifer (Doğalgaz),5775000,TRY
8724,Konut,Daire,10/3/18,2/4/19,1,124,16-20 arası,4,2,3+1,,Kocaeli/Derince/Yavuz Sultan,,Kalorifer (Doğalgaz),250000,TRY
8725,Konut,Daire,12/12/18,1/4/19,1,23,6-10 arası,3,3,5+1,200,İstanbul/Silivri/Alibey,,Kalorifer (Doğalgaz),550000,TRY
8726,Konut,Daire,10/10/18,12/19/18,1,70,0,4,4,4+1,150,Konya/Karatay/Erenler,,Kalorifer (Doğalgaz),190000,TRY
8727,Konut,Daire,9/11/18,10/31/18,2,50,0,5,3,2+1,,İstanbul/Çatalca/Kaleiçi,,Kalorifer (Doğalgaz),1200,TRY
8728,Konut,Daire,9/20/18,11/19/18,1,60,16-20 arası,4,2,3+1,110,Yalova/Çınarcık/Çalıca Köyü,,Kalorifer (Doğalgaz),180000,TRY
8729,Konut,Daire,12/20/18,,2,69,11-15 arası,9,1,3+1,130,Ankara/Çankaya/Bayraktar,,Kalorifer (Doğalgaz),1650,TRY
8730,Konut,Daire,10/25/18,11/24/18,1,30,11-15 arası,3,1,3+1,130,Konya/Meram/Aşkan,,Kalorifer (Doğalgaz),195000,TRY
8731,Konut,Daire,11/7/18,1/6/19,1,60,1,5,3,4+1,170,İstanbul/Beylikdüzü/Adnan Kahveci,,Kalorifer (Doğalgaz),190000,TRY
8732,Konut,Daire,9/13/18,9/28/18,1,15,26-30 arası,,5,2+1,,Bursa/Osmangazi/Kirazlı,,Kalorifer (Doğalgaz),145000,TRY
8733,Konut,Daire,10/5/18,2/4/19,1,122,6-10 arası,5,5,5+1,,Ankara/Sincan/Andiçen,,Kalorifer (Doğalgaz),160000,TRY
8734,Konut,Daire,8/31/18,9/30/18,2,30,11-15 arası,4,Kot 4,3+1,,Konya/Meram/Necip Fazıl,,Kalorifer (Doğalgaz),1200,TRY
8735,Konut,Daire,10/20/18,,2,130,16-20 arası,4,2,2+1,,Kocaeli/İzmit/Yenişehir,,Kalorifer (Doğalgaz),850,TRY
8736,Konut,Daire,10/11/18,11/10/18,2,30,0,4,3,1+1,,Samsun/Atakum/Cumhuriyet,,Kalorifer (Doğalgaz),1000,TRY
8737,Konut,Daire,10/24/18,2/21/19,1,120,2,5,1,3+1,120,Ankara/Altındağ/Karapürçek,,Kalorifer (Doğalgaz),160000,TRY
8738,Konut,Daire,2/14/19,,1,13,4,3,3,2+1,100,Bursa/Nilüfer/Dumlupınar,,Kalorifer (Doğalgaz),192000,TRY
8739,Konut,Daire,1/29/19,,1,29,0,4,1,3+1,120,Ankara/Sincan/Mustafa Kemal,,Kalorifer (Doğalgaz),185000,TRY
8740,Konut,Villa,11/27/18,2/1/19,1,66,6-10 arası,4,Müstakil,5+1,257,Ankara/Gölbaşı/Kızılcaşar,,Kalorifer (Doğalgaz),725000,TRY
8741,Konut,Daire,2/6/19,,1,21,0,2,1,2+1,80,İzmir/Buca/Ufuk,,Kalorifer (Doğalgaz),250000,TRY
8742,Konut,Daire,12/3/18,2/7/19,1,66,6-10 arası,5,Bahçe katı,1+1,65,İstanbul/Sultangazi/Gazi,,Kalorifer (Doğalgaz),118000,TRY
8743,Konut,Daire,9/11/18,10/9/18,1,28,5,5,2,3+1,,Gaziantep/Şahinbey/Şahintepe,,Kalorifer (Doğalgaz),268000,TRY
8744,Konut,Daire,2/19/19,,1,8,0,6,4,4+1,210,İstanbul/Beylikdüzü/Adnan Kahveci,,Kalorifer (Doğalgaz),650000,TRY
8745,Konut,Daire,10/26/18,11/25/18,2,30,21-25 arası,5,3,3+1,120,İstanbul/Küçükçekmece/Cennet,,Kalorifer (Doğalgaz),2000,TRY
8746,Konut,Daire,10/25/18,,1,125,6-10 arası,5,Zemin Kat,2+1,110,İstanbul/Sultangazi/Cebeci,,Kalorifer (Doğalgaz),185000,TRY
8747,Konut,Daire,1/14/19,2/13/19,1,30,11-15 arası,4,2,3+1,110,Ankara/Sincan/Pınarbaşı,,Kalorifer (Doğalgaz),142000,TRY
8748,Konut,Daire,12/7/18,,2,82,0,10,3,3+1,160,Aksaray/Merkez/Hasas,,Kalorifer (Doğalgaz),700,TRY
8749,Konut,Daire,1/1/19,1/29/19,1,28,0,6,1,2+1,90,İstanbul/Esenyurt/Selahaddin Eyyubi,,Kalorifer (Doğalgaz),140000,TRY
8750,Konut,Daire,12/1/18,12/24/18,2,23,21-25 arası,4,4,3+1,105,İstanbul/Tuzla/Yayla,,Kalorifer (Doğalgaz),900,TRY
8751,Konut,Daire,12/11/18,,1,78,,,Kot 2,3+1,120,Kocaeli/İzmit/Cedit,,Kalorifer (Doğalgaz),275000,TRY
8752,Konut,Daire,11/1/18,2/12/19,2,103,6-10 arası,2,1,2+1,98,İstanbul/Başakşehir/Bahçeşehir 2. Kısım,,Kalorifer (Doğalgaz),2100,TRY
8753,Konut,Daire,12/30/18,,2,59,1,7,Giriş Katı,1+1,70,İstanbul/Çekmeköy/Taşdelen,,Kalorifer (Doğalgaz),800,TRY
8754,Konut,Daire,10/18/18,10/24/18,2,6,6-10 arası,4,4,2+1,,İstanbul/Esenler/Çifte Havuzlar,,Kalorifer (Doğalgaz),1000,TRY
8755,Konut,Daire,9/20/18,9/21/18,2,1,11-15 arası,4,2,2+1,,İstanbul/Avcılar/Cihangir,,Kalorifer (Doğalgaz),1200,TRY
8756,Konut,Daire,10/26/18,11/28/18,3,33,3,4,2,3+1,,Trabzon/Ortahisar/Pelitli,,Kalorifer (Doğalgaz),125,TRY
8757,Konut,Daire,11/2/18,12/2/18,1,30,0,4,4,4+1,,Ankara/Mamak/Ekin,,Kalorifer (Doğalgaz),175000,TRY
8758,Konut,Daire,2/8/19,,1,19,0,3,Kot 3,5+1,200,Bursa/Nilüfer/Çalı,,Kalorifer (Doğalgaz),280000,TRY
8759,Konut,Daire,11/22/18,1/21/19,1,60,16-20 arası,5,Bahçe katı,3+1,110,Bursa/Mudanya/Yeni,,Kalorifer (Doğalgaz),220000,TRY
8760,Konut,Daire,10/11/18,,2,139,3,10-20 arası,3,3+1,,Adana/Seyhan/Tellidere,,Kalorifer (Doğalgaz),13000,TRY
8761,Konut,Daire,10/13/18,10/27/18,2,14,21-25 arası,3,Zemin Kat,2+1,,Kayseri/Melikgazi/Alpaslan,,Kalorifer (Doğalgaz),600,TRY
8762,Konut,Daire,9/17/18,10/17/18,2,30,6-10 arası,4,2,2+1,,Denizli/Pamukkale/Mehmetçik,,Kalorifer (Doğalgaz),900,TRY
8763,Konut,Daire,2/22/19,,1,5,6-10 arası,3,Yüksek Giriş,2+1,100,Ankara/Keçiören/Atapark,,Kalorifer (Doğalgaz),109000,TRY
8764,Konut,Daire,12/22/18,2/20/19,1,60,0,5,5,2+1,85,Manisa/Yunusemre/Muradiye,,Kalorifer (Doğalgaz),120000,TRY
8765,Konut,Daire,10/18/18,11/17/18,1,30,0,3,Giriş Katı,2+1,,İstanbul/Bahçelievler/Bahçelievler,,Kalorifer (Doğalgaz),650000,TRY
8766,Konut,Daire,10/26/18,11/28/18,3,33,3,4,2,3+1,,Trabzon/Ortahisar/Pelitli,,Kalorifer (Doğalgaz),125,TRY
8767,Konut,Daire,10/31/18,,1,119,6-10 arası,4,Kot 3,2+1,90,Tekirdağ/Çorlu/Şeyh Sinan,,Kalorifer (Doğalgaz),195000,TRY
8768,Konut,Daire,10/6/18,,1,144,11-15 arası,7,7,2+1,,Bilecik/Bozüyük/Yeşilkent,,Kalorifer (Doğalgaz),140000,TRY
8769,Konut,Daire,10/26/18,11/25/18,1,30,21-25 arası,5,4,3+1,116,Yalova/Çiftlikköy/Sahil,,Kalorifer (Doğalgaz),215000,TRY
8770,Konut,Daire,10/2/18,,1,148,0,4,Yüksek Giriş,3+1,,İzmir/Ödemiş/Kuvvetli,,Kalorifer (Doğalgaz),250000,TRY
8771,Konut,Daire,10/10/18,12/19/18,1,70,16-20 arası,8,5,3+1,,Rize/Merkez/Camiönü,,Kalorifer (Doğalgaz),225000,TRY
8772,Konut,Daire,12/10/18,2/8/19,1,60,2,4,4,3+1,125,Çanakkale/Merkez/Barbaros,,Kalorifer (Doğalgaz),420000,TRY
8773,Konut,Daire,11/22/18,,2,97,6-10 arası,3,Yüksek Giriş,3+1,100,Ankara/Keçiören/Şenlik,,Kalorifer (Doğalgaz),500,TRY
8774,Konut,Daire,10/26/18,11/28/18,3,33,3,4,2,3+1,,Trabzon/Ortahisar/Pelitli,,Kalorifer (Doğalgaz),125,TRY
8775,Konut,Daire,11/26/18,,1,93,1,5,5,2+1,160,İstanbul/Kartal/Gümüşpınar,,Kalorifer (Doğalgaz),485000,TRY
8776,Konut,Daire,10/26/18,11/25/18,1,30,21-25 arası,5,4,3+1,119,Yalova/Merkez/Bahçelievler,,Kalorifer (Doğalgaz),355000,TRY
8777,Konut,Daire,11/14/18,,1,105,1,5,3,4+1,160,Ankara/Keçiören/Yayla,,Kalorifer (Doğalgaz),335000,TRY
8778,Konut,Daire,11/21/18,1/20/19,2,60,0,4,2,3+1,140,Muğla/Menteşe/Orhaniye,,Kalorifer (Doğalgaz),2250,TRY
8779,Konut,Daire,12/4/18,2/6/19,3,64,6-10 arası,5,5,1+1,70,Tekirdağ/Çorlu/Cemaliye,,Kalorifer (Doğalgaz),100,TRY
8780,Konut,Daire,1/24/19,,1,34,6-10 arası,10,Yüksek Giriş,2+1,105,İstanbul/Başakşehir/Başak,,Kalorifer (Doğalgaz),425000,TRY
8781,Konut,Daire,12/8/18,2/6/19,2,60,11-15 arası,3,Yüksek Giriş,3+1,100,Düzce/Merkez/Bahçelievler,,Kalorifer (Doğalgaz),450,TRY
8782,Konut,Daire,10/13/18,,1,137,5,4,3,3+1,,İzmir/Gaziemir/Irmak,,Kalorifer (Doğalgaz),575000,TRY
8783,Konut,Daire,11/27/18,,1,92,0,3,Kot 2,3+1,120,Mersin/Tarsus/82 Evler,,Kalorifer (Doğalgaz),185000,TRY
8784,Konut,Daire,10/1/18,10/31/18,1,30,3,10-20 arası,Kot 3,2+1,,İstanbul/Beylikdüzü/Adnan Kahveci,,Kalorifer (Doğalgaz),280000,TRY
8785,Konut,Daire,11/12/18,1/11/19,1,60,2,5,1,3+1,140,İstanbul/Beylikdüzü/Kavaklı,,Kalorifer (Doğalgaz),237000,TRY
8786,Konut,Daire,11/17/18,,1,102,,,4,1+1,50,Çanakkale/Merkez/İsmetpaşa,,Kalorifer (Doğalgaz),100000,TRY
8787,Konut,Daire,2/21/19,,2,6,16-20 arası,4,Kot 4,3+1,160,İstanbul/Sarıyer/Tarabya,,Kalorifer (Doğalgaz),3000,TRY
8788,Konut,Daire,11/1/18,12/1/18,1,30,5,6,Kot 1,3+1,155,Konya/Karatay/Hacısadık,,Kalorifer (Doğalgaz),210000,TRY
8789,Konut,Daire,9/5/18,2/2/19,2,150,2,5,Çatı Katı,5+1,170,İstanbul/Maltepe/Fındıklı,,Kalorifer (Doğalgaz),1500,TRY
8790,Konut,Daire,11/12/18,,1,107,2,4,Kot 3,3+1,130,Sivas/Merkez/Eskikale,,Kalorifer (Doğalgaz),445000,TRY
8791,Konut,Daire,10/11/18,,1,139,0,6,Kot 2,4+1,,Afyonkarahisar/Merkez/Yenice,,Kalorifer (Doğalgaz),275000,TRY
8792,Konut,Daire,10/17/18,1/15/19,1,90,1,6,3,3+1,,Trabzon/Ortahisar/Boztepe,,Kalorifer (Doğalgaz),350000,TRY
8793,Konut,Daire,11/5/18,,1,114,0,5,4,3+1,130,Tekirdağ/Çorlu/Muhittin,,Kalorifer (Doğalgaz),373500,TRY
8794,Konut,Daire,12/27/18,,1,62,0,10-20 arası,5,4+1,150,Mersin/Mezitli/Merkez,,Kalorifer (Doğalgaz),500000,TRY
8795,Konut,Daire,12/26/18,,1,63,5,10-20 arası,Kot 3,1+1,55,Konya/Selçuklu/Kosova,,Kalorifer (Doğalgaz),127500,TRY
8796,Konut,Daire,11/8/18,12/8/18,1,30,3,3,Yüksek Giriş,2+1,86,Kocaeli/Darıca/Kazım Karabekir,,Kalorifer (Doğalgaz),190000,TRY
8797,Konut,Daire,10/15/18,,1,135,0,5,3,3+1,,Samsun/Atakum/Yenimahalle,,Kalorifer (Doğalgaz),235000,TRY
8798,Konut,Daire,9/25/18,10/20/18,2,25,2,10-20 arası,2,3+1,,Adana/Çukurova/Yüzüncüyıl,,Kalorifer (Doğalgaz),1550,TRY
8799,Konut,Daire,10/27/18,2/15/19,2,111,,,Kot 2,1+1,60,Aydın/Nazilli/Sümer,,Kalorifer (Doğalgaz),750,TRY
8800,Konut,Rezidans,12/20/18,1/19/19,1,30,6-10 arası,2,Giriş Katı,2+1,55,Gaziantep/Şahinbey/Yeditepe,,Kalorifer (Doğalgaz),97000,TRY
8801,Konut,Daire,11/1/18,1/2/19,1,62,5,6,Kot 1,3+1,155,Konya/Karatay/Hacısadık,,Kalorifer (Doğalgaz),210000,TRY
8802,Konut,Daire,11/7/18,2/5/19,1,90,1,5,3,4+1,170,İstanbul/Beylikdüzü/Adnan Kahveci,,Kalorifer (Doğalgaz),190000,TRY
8803,Konut,Daire,11/22/18,,1,97,2,5,1,2+1,80,İstanbul/Esenler/Davutpaşa,,Kalorifer (Doğalgaz),299000,TRY
8804,Konut,Daire,12/18/18,1/17/19,1,30,2,4,4,5+1,350,Osmaniye/Merkez/Alibeyli,,Kalorifer (Doğalgaz),550000,TRY
8805,Konut,Daire,1/10/19,2/9/19,1,30,0,6,3,3+1,120,İstanbul/Beylikdüzü/Cumhuriyet,,Kalorifer (Doğalgaz),150000,TRY
8806,Konut,Daire,2/5/19,,1,22,0,3,1,3+1,130,Ankara/Altındağ/Karapürçek,,Kalorifer (Doğalgaz),200000,TRY
8807,Konut,Daire,9/5/18,1/21/19,2,138,26-30 arası,4,2,2+1,,İstanbul/Sarıyer/Emirgan,,Kalorifer (Doğalgaz),2750,TRY
8808,Konut,Daire,10/30/18,11/29/18,2,30,16-20 arası,5,5,3+1,110,İstanbul/Çatalca/Ferhatpaşa,,Kalorifer (Doğalgaz),1200,TRY
8809,Konut,Daire,1/20/19,2/19/19,1,30,0,10-20 arası,2,4+1,130,Adana/Sarıçam/Çarkıpare,,Kalorifer (Doğalgaz),275000,TRY
8810,Konut,Daire,9/19/18,11/18/18,1,60,0,4,2,3+1,,Yalova/Çiftlikköy/Çiftlik,,Kalorifer (Doğalgaz),275000,TRY
8811,Konut,Daire,10/15/18,12/15/18,1,61,0,10,1,3+1,180,Mersin/Mezitli/Deniz,,Kalorifer (Doğalgaz),240000,TRY
8812,Konut,Daire,9/24/18,,1,156,26-30 arası,4,Yüksek Giriş,3+1,100,Ankara/Çankaya/Kavaklıdere,,Kalorifer (Doğalgaz),230000,TRY
8813,Konut,Daire,12/18/18,,1,71,4,5,Kot 3,2+1,100,Konya/Karatay/Köprübaşı,,Kalorifer (Doğalgaz),180000,TRY
8814,Konut,Daire,11/20/18,11/20/18,2,0,5,2,Kot 2,2+1,90,İzmir/Urla/Zeytinalanı,,Kalorifer (Doğalgaz),1400,TRY
8815,Konut,Daire,2/14/19,,1,13,16-20 arası,6,4,2+1,115,Yalova/Çınarcık/Harmanlar,,Kalorifer (Doğalgaz),265000,TRY
8816,Konut,Daire,1/30/19,,1,28,0,10-20 arası,5,4+1,150,Yozgat/Merkez/Bilal Şahin,,Kalorifer (Doğalgaz),360000,TRY
8817,Konut,Daire,1/29/19,,1,29,0,6,Kot 4,2+1,85,İstanbul/Beylikdüzü/Cumhuriyet,,Kalorifer (Doğalgaz),179000,TRY
8818,Konut,Daire,10/29/18,1/27/19,1,90,0,4,Bahçe katı,1+1,80,Manisa/Turgutlu/Selvilitepe,,Kalorifer (Doğalgaz),105000,TRY
8819,Konut,Daire,2/14/19,,1,13,6-10 arası,3,Yüksek Giriş,1+1,45,İstanbul/Avcılar/Cihangir,,Kalorifer (Doğalgaz),210000,TRY
8820,Konut,Daire,1/31/19,2/13/19,2,13,21-25 arası,4,2,4+1,150,İstanbul/Bakırköy/Cevizlik,,Kalorifer (Doğalgaz),3500,TRY
8821,Konut,Daire,1/4/19,,1,54,2,4,Kot 3,2+1,70,Çanakkale/Merkez/Barbaros,,Kalorifer (Doğalgaz),210000,TRY
8822,Konut,Daire,12/8/18,1/28/19,2,51,0,6,Bahçe katı,2+1,80,İstanbul/Bayrampaşa/Kartaltepe,,Kalorifer (Doğalgaz),1500,TRY
8823,Konut,Daire,9/5/18,,1,175,,3,Giriş Katı,2+1,,Ankara/Mamak/Şahintepe,,Kalorifer (Doğalgaz),87000,TRY
8824,Konut,Daire,12/23/18,,2,66,5,5,2,1+1,55,İstanbul/Esenyurt/Bağlarçeşme,,Kalorifer (Doğalgaz),850,TRY
8825,Konut,Daire,2/14/19,,1,13,1,10-20 arası,Kot 2,2+1,98,Adana/Sarıçam/Çarkıpare,,Kalorifer (Doğalgaz),158000,TRY
8826,Konut,Daire,11/27/18,12/27/18,2,30,4,5,Kot 2,1+1,45,Eskişehir/Odunpazarı/Kurtuluş,,Kalorifer (Doğalgaz),575,TRY
8827,Konut,Daire,11/3/18,11/6/18,2,3,6-10 arası,7,1,3+1,165,Kahramanmaraş/Onikişubat/Haydar Bey,,Kalorifer (Doğalgaz),800,TRY
8828,Konut,Daire,11/14/18,,1,105,0,10-20 arası,Kot 1,3+1,117,Kayseri/Melikgazi/İldem Cumhuriyet,,Kalorifer (Doğalgaz),255000,TRY
8829,Konut,Daire,9/20/18,12/19/18,1,90,0,4,4,5+1,,Antalya/Konyaaltı/Öğretmenevleri,,Kalorifer (Doğalgaz),725000,TRY
8830,Konut,Daire,9/27/18,,1,153,2,4,2,2+1,,Ankara/Çankaya/Beytepe,,Kalorifer (Doğalgaz),630000,TRY
8831,Konut,Daire,10/6/18,10/8/18,2,2,16-20 arası,4,Yüksek Giriş,2+1,,İstanbul/Avcılar/Merkez,,Kalorifer (Doğalgaz),1200,TRY
8832,Konut,Daire,9/22/18,12/26/18,2,95,0,10-20 arası,2,2+1,111,İstanbul/Küçükçekmece/Atakent,,Kalorifer (Doğalgaz),1750,TRY
8833,Konut,Daire,11/30/18,12/3/18,2,3,0,4,2,2+1,85,İstanbul/Avcılar/Cihangir,,Kalorifer (Doğalgaz),1550,TRY
8834,Konut,Daire,10/9/18,11/20/18,1,42,6-10 arası,3,1,2+1,,Antalya/Konyaaltı/Öğretmenevleri,,Kalorifer (Doğalgaz),330000,TRY
8835,Konut,Daire,9/30/18,,2,150,26-30 arası,2,1,1+1,,İstanbul/Ataşehir/Yeni Sahra,,Kalorifer (Doğalgaz),1000,TRY
8836,Konut,Daire,2/20/19,,1,7,5,4,Kot 3,2+1,120,Antalya/Konyaaltı/Liman,,Kalorifer (Doğalgaz),575000,TRY
8837,Konut,Daire,11/11/18,1/10/19,1,60,0,2,Çatı Katı,3+1,120,Bursa/Nilüfer/Minareliçavuş,,Kalorifer (Doğalgaz),215000,TRY
8838,Konut,Daire,11/2/18,1/5/19,1,64,6-10 arası,4,4,3+1,112,Ankara/Sincan/Pınarbaşı,,Kalorifer (Doğalgaz),150000,TRY
8839,Konut,Daire,9/5/18,9/11/18,2,6,21-25 arası,5,3,2+1,,Kocaeli/Gölcük/Dumlupınar,,Kalorifer (Doğalgaz),700,TRY
8840,Konut,Daire,9/18/18,10/22/18,2,34,4,7,7,3+1,,İzmir/Menemen/30 Ağustos,,Kalorifer (Doğalgaz),1600,TRY
8841,Konut,Villa,11/8/18,1/11/19,1,64,0,3,Müstakil,4+1,225,Aydın/Kuşadası/Kadınlar Denizi,,Kalorifer (Doğalgaz),950000,TRY
8842,Konut,Daire,12/15/18,,1,74,6-10 arası,10-20 arası,6,1+1,65,İstanbul/Esenyurt/Koza,,Kalorifer (Doğalgaz),200000,TRY
8843,Konut,Daire,10/20/18,12/28/18,2,69,16-20 arası,4,2,2+1,,Kocaeli/İzmit/Yenişehir,,Kalorifer (Doğalgaz),850,TRY
8844,Konut,Daire,11/20/18,,1,99,21-25 arası,4,2,2+1,55,İstanbul/Fatih/Hırka-i Şerif,,Kalorifer (Doğalgaz),305000,TRY
8845,Konut,Daire,11/13/18,,1,106,6-10 arası,4,4,4+2,180,İstanbul/Sultangazi/Zübeyde Hanım,,Kalorifer (Doğalgaz),400000,TRY
8846,Konut,Daire,1/1/19,,1,57,0,1,Kot 1,1+1,55,İstanbul/Esenyurt/Akçaburgaz,,Kalorifer (Doğalgaz),150000,TRY
8847,Konut,Daire,12/6/18,1/5/19,1,30,0,5,Bahçe katı,2+1,90,İstanbul/Esenyurt/Balıkyolu,,Kalorifer (Doğalgaz),135000,TRY
8848,Konut,Villa,10/12/18,,1,138,6-10 arası,2,Müstakil,3+1,,Muğla/Seydikemer/Cumhuriyet,,Kalorifer (Doğalgaz),950000,TRY
8849,Konut,Villa,8/31/18,1/29/19,1,151,0,3,Müstakil,4+1,180,İzmir/Urla/Çamlıçay,,Kalorifer (Doğalgaz),875000,TRY
8850,Konut,Daire,12/7/18,12/7/18,2,0,,4,3,2+1,86,İstanbul/Maltepe/Feyzullah,,Kalorifer (Doğalgaz),105,TRY
8851,Konut,Daire,11/10/18,1/28/19,1,79,0,1,Kot 1,2+1,95,Tekirdağ/Çorlu/Reşadiye,,Kalorifer (Doğalgaz),167000,TRY
