id,type,sub_type,start_date,end_date,listing_type,tom,building_age,total_floor_count,floor_no,room_count,size,address,furnished,heating_type,price,price_currency
1788,Konut,Villa,11/6/18,2/6/19,1,92,16-20 arası,3,,3+1,150,İzmir/Güzelbahçe/Kahramandere,,Yok,695000,TRY
1789,Konut,Daire,11/26/18,,1,93,16-20 arası,3,2,1+1,60,Balıkesir/Edremit/Şahindere,,Yok,135000,TRY
1790,Konut,Daire,11/13/18,12/13/18,1,30,6-10 arası,9,9,7+1,300,Antalya/Muratpaşa/Çağlayan,,Yok,540000,TRY
1791,Konut,Rezidans,10/31/18,12/17/18,1,47,3,10,3,1+1,70,Antalya/Alanya/Mahmutlar,,Yok,230000,TRY
1792,Konut,Komple Bina,1/5/19,2/4/19,2,30,0,2,,+,1799,İstanbul/Başakşehir/Kayabaşı,,Yok,120000,TRY
1793,Konut,Daire,2/18/19,,1,9,21-25 arası,3,3,2+1,120,Balıkesir/Edremit/Altınoluk,,Yok,250000,TRY
1794,Konut,Komple Bina,10/6/18,12/5/18,1,60,6-10 arası,4,,+,,İzmir/Bornova/Zafer,,Yok,1500000,TRY
1795,Konut,Daire,12/17/18,1/16/19,1,30,5,3,2,3+1,145,Manisa/Şehzadeler/Kuşlubahçe,,Yok,248000,TRY
1796,Konut,Müstakil Ev,12/12/18,,1,77,11-15 arası,2,,2+1,140,Aydın/Kuşadası/Karaova,,Yok,285000,TRY
1797,Konut,Yazlık,11/30/18,12/30/18,1,30,6-10 arası,3,Bahçe katı,1+1,50,Sakarya/Karasu/Yalı,,Yok,82500,TRY
1798,Konut,Müstakil Ev,11/8/18,12/8/18,1,30,0,3,,3+1,180,Çanakkale/Ayvacık/Küçükkuyu Bld. (Mıhlı),,Yok,690000,TRY
1799,Konut,Yazlık,9/14/18,2/5/19,1,144,1,9,7,2+1,,Mersin/Silifke/Atakent,,Yok,285000,TRY
1800,Konut,Müstakil Ev,12/8/18,1/7/19,1,30,1,1,,1+1,35,İzmir/Menderes/Ahmetbeyli,,Yok,25000,TRY
1801,Konut,Daire,2/20/19,,2,7,5,4,Yüksek Giriş,2+1,70,İzmir/Buca/Yaylacık,,Yok,900,TRY
1802,Konut,Daire,9/24/18,10/24/18,1,30,6-10 arası,10-20 arası,10,4+1,,Adana/Çukurova/Huzurevleri,,Yok,438000,TRY
1803,Konut,Daire,2/19/19,,1,8,11-15 arası,5,2,2+1,90,Yalova/Çınarcık/Karpuzdere,,Yok,150000,TRY
1804,Konut,Prefabrik Ev,2/1/19,,1,26,,2,,4+1,149,İstanbul/Çatalca/İzzettin,,Yok,139900,TRY
1805,Konut,Daire,9/11/18,12/15/18,1,95,1,3,2,2+1,,Aydın/Didim/Efeler,,Yok,365000,TRY
1806,Konut,Komple Bina,10/26/18,11/25/18,1,30,3,4,,+,7000,Antalya/Kepez/Sütçüler,,Yok,18000000,TRY
1807,Konut,Daire,9/4/18,10/22/18,1,48,4,4,2,3+1,,Aydın/Didim/Ak-Yeniköy,,Yok,260000,TRY
1808,Konut,Prefabrik Ev,8/31/18,,1,180,,1,,2+1,,İstanbul/Tuzla/Aydıntepe,,Yok,66139,TRY
1809,Konut,Daire,2/18/19,,2,9,26-30 arası,3,Zemin Kat,1+1,60,İzmir/Buca/Fırat,,Yok,550,TRY
1810,Konut,Villa,10/24/18,,1,126,11-15 arası,2,Komple,3+1,,İzmir/Urla/Güvendik,,Yok,1250000,TRY
1811,Konut,Müstakil Ev,12/22/18,,1,67,26-30 arası,2,Müstakil,3+1,130,İzmir/Buca/Yenigün,,Yok,550000,TRY
1812,Konut,Villa,9/26/18,2/23/19,1,150,0,2,,4+1,175,Aydın/Kuşadası/Kadınlar Denizi,,Yok,650000,TRY
1813,Konut,Daire,9/21/18,9/25/18,1,4,21-25 arası,4,4,2+1,,Bursa/Gemlik/Kumla,,Yok,99000,TRY
1814,Konut,Komple Bina,9/12/18,1/11/19,1,121,0,2,,+,,Afyonkarahisar/Merkez/Ertuğrul Gazi,,Yok,360000,TRY
1815,Konut,Daire,10/4/18,11/3/18,1,30,6-10 arası,4,2,3+1,,İzmir/Bayraklı/Fuat Edip Baksı,,Yok,290000,TRY
1816,Konut,Villa,10/29/18,,1,121,11-15 arası,3,,8+2,2000,İstanbul/Büyükçekmece/Türkoba,,Yok,1250000,TRY
1817,Konut,Daire,1/28/19,,1,30,16-20 arası,5,4,2+1,85,Aydın/Kuşadası/İkiçeşmelik,,Yok,200000,TRY
1818,Konut,Villa,9/1/18,11/30/18,1,90,6-10 arası,3,,5+1,,Muğla/Köyceğiz/Toparlar,,Yok,400000,TRY
1819,Konut,Daire,12/25/18,2/19/19,1,56,4,4,2,2+1,89,Aydın/Didim/Yeni,,Yok,210000,TRY
1820,Konut,Müstakil Ev,10/3/18,12/2/18,1,60,0,2,,5+1,220,Mersin/Yenişehir/Deniz,,Yok,1100000,TRY
1821,Konut,Daire,10/20/18,,2,130,16-20 arası,3,2,3+1,,Adana/Seyhan/Sümer,,Yok,1000,TRY
1822,Konut,Daire,12/22/18,1/21/19,1,30,0,10-20 arası,10,2+1,110,Adana/Çukurova/Yurt,,Yok,229000,TRY
1823,Konut,Daire,9/20/18,10/12/18,2,22,1,4,2,1+1,,Aydın/Efeler/Cuma,,Yok,750,TRY
1824,Konut,Köşk / Konak / Yalı,11/26/18,,1,93,1,2,,2+1,,İzmir/Dikili/Çandarlı,,Yok,880000,TRY
1825,Konut,Daire,8/31/18,10/10/18,1,40,0,4,3,4+1,,Aydın/Didim/Hisar,,Yok,350000,TRY
1826,Konut,Villa,11/22/18,2/20/19,1,90,6-10 arası,3,Komple,4+1,120,Aydın/Didim/Efeler,,Yok,355000,TRY
1827,Konut,Daire,11/5/18,,2,114,16-20 arası,3,Çatı Katı,1+0,30,Muğla/Bodrum/Çarşı,,Yok,1400,TRY
1828,Konut,Prefabrik Ev,11/16/18,12/16/18,1,30,,1,,3+1,123,Eskişehir/Sivrihisar/Cumhuriyet,,Yok,103900,TRY
1829,Konut,Daire,10/16/18,,1,134,0,4,Giriş Katı,2+1,,Manisa/Turgutlu/Kurtuluş,,Yok,107500,TRY
1830,Konut,Villa,10/23/18,,1,127,6-10 arası,2,,4+1,,Bursa/Osmangazi/Tuzaklı,,Yok,700000,TRY
1831,Konut,Daire,12/8/18,1/24/19,2,47,26-30 arası,4,Giriş Katı,1+0,35,İstanbul/Kağıthane/Çeliktepe,,Yok,750,TRY
1832,Konut,Villa,12/24/18,,1,65,4,3,,5+2,1,Eskişehir/Tepebaşı/Keskin,,Yok,410000,TRY
1833,Konut,Daire,9/8/18,10/8/18,2,30,0,3,3,3+1,,İzmir/Torbalı/İnönü,,Yok,800,TRY
1834,Konut,Komple Bina,1/24/19,2/22/19,1,29,31-35 arası,4,,+,1190,İstanbul/Beşiktaş/Mecidiye,,Yok,10500000,TRY
1835,Konut,Daire,1/4/19,,1,54,6-10 arası,3,1,2+1,85,Antalya/Kepez/Karşıyaka,,Yok,163000,TRY
1836,Konut,Müstakil Ev,1/3/19,,1,55,0,2,,4+1,180,Sakarya/Adapazarı/15 Temmuz Camili,,Yok,400000,TRY
1837,Konut,Daire,12/13/18,1/12/19,2,30,11-15 arası,5,Yüksek Giriş,2+1,90,İzmir/Gaziemir/Gazi,,Yok,1300,TRY
1838,Konut,Müstakil Ev,10/5/18,,1,145,31-35 arası,1,,1+1,395,İzmir/Karaburun/Parlak,,Yok,170000,TRY
1839,Konut,Daire,10/26/18,,2,124,6-10 arası,3,Kot 2,3+1,150,Hatay/İskenderun/Bekbele,,Yok,650,TRY
1840,Konut,Çiftlik Evi,10/17/18,11/14/18,1,28,26-30 arası,2,,3+2,,Kahramanmaraş/Elbistan/Gümüşdöven,,Yok,14367,TRY
1841,Konut,Daire,9/20/18,10/20/18,1,30,31-35 arası,4,2,2+1,,İstanbul/Bakırköy/Zeytinlik,,Yok,460000,TRY
1842,Konut,Komple Bina,11/24/18,,1,95,16-20 arası,3,,7+3,,Muğla/Bodrum/İslamhaneleri,,Yok,360000,TRY
1843,Konut,Daire,2/4/19,,2,23,0,10-20 arası,4,3+1,135,Trabzon/Ortahisar/Yalıncak,,Yok,1300,TRY
1844,Konut,Villa,2/12/19,,1,15,16-20 arası,3,,3+1,123,Balıkesir/Burhaniye/Pelitköy,,Yok,410000,TRY
1845,Konut,Yazlık,11/10/18,,1,109,11-15 arası,3,Müstakil,3+1,110,Aydın/Kuşadası/Karaova,,Yok,285000,TRY
1846,Konut,Villa,10/17/18,10/19/18,1,2,16-20 arası,3,,4+1,,Aydın/Didim/Hisar,,Yok,350000,TRY
1847,Konut,Daire,2/25/19,,1,2,0,3,3,2+1,85,Manisa/Yunusemre/Barbaros,,Yok,159000,TRY
1848,Konut,Müstakil Ev,11/27/18,,1,92,0,1,,3+1,120,Aydın/Kuşadası/Davutlar,,Yok,535000,TRY
1849,Konut,Daire,10/29/18,11/28/18,1,30,0,3,1,3+1,100,Muğla/Fethiye/Patlangıç,,Yok,400000,TRY
1850,Konut,Komple Bina,2/5/19,,1,22,21-25 arası,2,,+,272,İzmir/Karabağlar/Sarıyer,,Yok,630000,TRY
1851,Konut,Daire,11/20/18,12/13/18,2,23,31-35 arası,7,5,2+1,,İzmir/Konak/Akın Simav,,Yok,1400,TRY
1852,Konut,Çiftlik Evi,10/5/18,,1,145,,1,,3+1,,Aydın/İncirliova/Karabağ,,Yok,170000,TRY
1853,Konut,Daire,12/4/18,2/2/19,1,60,0,4,1,2+1,75,İzmir/Buca/Yenigün,,Yok,260000,TRY
1854,Konut,Yazlık,2/6/19,,2,21,16-20 arası,2,Komple,2+1,75,Muğla/Bodrum/Göltürkbükü,,Yok,8000,TRY
1855,Konut,Daire,10/19/18,11/18/18,1,30,11-15 arası,3,Yüksek Giriş,3+1,135,İzmir/Gaziemir/Zafer,,Yok,300000,TRY
1856,Konut,Prefabrik Ev,9/18/18,,1,162,,1,,+,,Kayseri/Melikgazi/Anbar,,Yok,34000,TRY
1857,Konut,Daire,12/29/18,,1,60,0,4,2,1+1,55,Aydın/Didim/Cumhuriyet,,Yok,130000,TRY
1858,Konut,Müstakil Ev,11/9/18,,1,110,6-10 arası,2,Komple,6+2,140,Mersin/Silifke/Atayurt,,Yok,310000,TRY
1859,Konut,Daire,8/31/18,9/30/18,1,30,1,3,2,3+1,,İzmir/Torbalı/İnönü,,Yok,210000,TRY
1860,Konut,Müstakil Ev,10/20/18,,1,130,0,2,,3+1,,İzmir/Seferihisar/Ulamış,,Yok,450000,TRY
1861,Konut,Daire,11/27/18,,1,92,1,2,1,2+1,78,Antalya/Muratpaşa/Güzeloba,,Yok,325000,TRY
1862,Konut,Komple Bina,1/9/19,2/8/19,2,30,21-25 arası,3,,+,350,İzmir/Bergama/Ertuğrul,,Yok,1800000,TRY
1863,Konut,Daire,10/11/18,1/9/19,2,90,16-20 arası,4,4,3+1,,Aydın/Efeler/Adnan Menderes,,Yok,700,TRY
1864,Konut,Daire,11/2/18,1/10/19,1,69,0,10-20 arası,11,2+1,80,Adana/Seyhan/Gürselpaşa,,Yok,189000,TRY
1865,Konut,Daire,1/28/19,,2,30,11-15 arası,4,4,3+1,100,İzmir/Buca/Kozağaç,,Yok,1250,TRY
1866,Konut,Yazlık,9/10/18,11/9/18,1,60,16-20 arası,2,Komple,3+1,,Aydın/Kuşadası/Davutlar,,Yok,399000,TRY
1867,Konut,Daire,1/10/19,2/23/19,2,44,21-25 arası,4,4,1+0,40,İstanbul/Gaziosmanpaşa/Merkez,,Yok,650,TRY
1868,Konut,Komple Bina,2/13/19,,1,14,21-25 arası,4,,+,370,İzmir/Selçuk/14 Mayıs,,Yok,980000,TRY
1869,Konut,Daire,9/1/18,10/30/18,2,59,2,4,2,2+1,,Mersin/Yenişehir/İnönü,,Yok,850,TRY
1870,Konut,Müstakil Ev,10/17/18,,1,133,31-35 arası,1,,1+0,,Çanakkale/Ayvacık/Paşaköy Köyü,,Yok,115000,TRY
1871,Konut,Daire,10/22/18,11/22/18,1,31,21-25 arası,3,3,4+1,130,İstanbul/Adalar/Kınalıada,,Yok,1500000,TRY
1872,Konut,Villa,2/12/19,,2,15,6-10 arası,1,,4+1,215,Aydın/Kuşadası/Yavansu,,Yok,2000,TRY
1873,Konut,Daire,2/8/19,,1,19,0,3,2,3+1,145,Aydın/Didim/Efeler,,Yok,360000,TRY
1874,Konut,Prefabrik Ev,12/13/18,,1,76,,,,2+1,51,İstanbul/Çatalca/Kaleiçi,,Yok,41000,TRY
1875,Konut,Daire,1/10/19,,1,48,1,1,3,3+1,120,Muğla/Fethiye/Akarca,,Yok,420000,TRY
1876,Konut,Villa,2/9/19,,1,18,6-10 arası,2,,3+1,150,İzmir/Çeşme/İsmet İnönü,,Yok,950000,TRY
1877,Konut,Daire,12/8/18,1/19/19,1,42,0,3,Yüksek Giriş,1+1,60,Aydın/Didim/Cumhuriyet,,Yok,122000,TRY
1878,Konut,Yazlık,11/17/18,2/15/19,1,90,0,3,Komple,3+2,140,İzmir/Seferihisar/Mersin Alanı,,Yok,395000,TRY
1879,Konut,Daire,1/28/19,2/23/19,2,26,1,3,Giriş Katı,1+1,55,Aydın/Didim/Hisar,,Yok,600,TRY
1880,Konut,Prefabrik Ev,2/1/19,,1,26,,2,,3+1,118,Isparta/Eğirdir/Camii,,Yok,123000,TRY
1881,Konut,Daire,10/15/18,12/14/18,1,60,26-30 arası,4,Bodrum Kat,3+1,,Aydın/Efeler/Mesudiye,,Yok,85000,TRY
1882,Konut,Müstakil Ev,9/10/18,10/24/18,1,44,11-15 arası,2,,2+1,,Aydın/Didim/Mavişehir,,Yok,265000,TRY
1883,Konut,Daire,12/7/18,,1,82,2,3,Bahçe katı,1+1,323,Balıkesir/Bandırma/17 Eylül,,Yok,185000,TRY
1884,Konut,Villa,11/2/18,,1,117,21-25 arası,2,Komple,3+1,95,İzmir/Çeşme/Cumhuriyet,,Yok,710000,TRY
1885,Konut,Daire,10/27/18,1/8/19,1,73,31-35 arası,5,3,3+1,110,İzmir/Karşıyaka/Aksoy,,Yok,365000,TRY
1886,Konut,Çiftlik Evi,11/27/18,2/27/19,1,92,6-10 arası,1,,2+1,1000,Ankara/Bala/Beynam,,Yok,145000,TRY
1887,Konut,Villa,12/13/18,,1,76,21-25 arası,2,Müstakil,3+1,160,Sakarya/Kocaali/Yalı,,Yok,370000,TRY
1888,Konut,Prefabrik Ev,2/5/19,,1,22,,1,,2+1,70,Balıkesir/Burhaniye/Hacıahmet,,Yok,47900,TRY
1889,Konut,Daire,10/13/18,10/14/18,2,1,1,2,Giriş Katı,2+1,,Antalya/Muratpaşa/Güzeloba,,Yok,750,TRY
1890,Konut,Daire,10/28/18,10/28/18,1,0,16-20 arası,5,,3+1,77,Trabzon/Ortahisar/Yenicuma,,Yok,161000,TRY
1891,Konut,Daire,9/22/18,10/19/18,1,27,0,10,8,2+1,,Mersin/Silifke/Atakent,,Yok,200000,TRY
1892,Konut,Daire,10/20/18,,2,130,11-15 arası,,,3+1,,İzmir/Urla/Zeytinalanı,,Yok,1300,TRY
1893,Konut,Daire,10/11/18,11/10/18,1,30,0,3,Bahçe katı,1+1,,Aydın/Didim/Altınkum,,Yok,185000,TRY
1894,Konut,Komple Bina,1/10/19,,1,48,16-20 arası,2,,+,348,İzmir/Karaburun/Merkez,,Yok,900000,TRY
1895,Konut,Daire,11/21/18,2/18/19,2,89,0,3,Çatı Katı,4+1,150,Antalya/Kepez/Yeşilyurt,,Yok,900,TRY
1896,Konut,Daire,10/20/18,12/19/18,1,60,2,3,2,2+1,120,Antalya/Kepez/Şafak,,Yok,230000,TRY
1897,Konut,Villa,10/5/18,,1,145,,2,Müstakil,3+1,,Aydın/Kuşadası/Davutlar,,Yok,575000,TRY
1898,Konut,Daire,1/26/19,2/26/19,2,31,16-20 arası,2,1,1+1,50,Muğla/Marmaris/İçmeler,,Yok,10200,TRY
1899,Konut,Yazlık,9/12/18,1/7/19,1,117,3,3,Bahçe katı,1+1,,Sakarya/Karasu/Yalı,,Yok,89000,TRY
1900,Konut,Daire,9/1/18,10/30/18,1,59,21-25 arası,4,2,1+1,,Yalova/Çınarcık/Teşvikiye Bld. (Karşıyaka),,Yok,77000,TRY
1901,Konut,Daire,12/29/18,,1,60,0,4,2,2+1,80,Aydın/Didim/Cumhuriyet,,Yok,170000,TRY
1902,Konut,Daire,11/3/18,12/3/18,1,30,0,3,Müstakil,3+2,230,İzmir/Menderes/Barbaros,,Yok,650000,TRY
1903,Konut,Daire,12/21/18,1/20/19,1,30,0,3,1,3+1,110,Aydın/Didim/Yeni,,Yok,265000,TRY
1904,Konut,Daire,11/30/18,1/4/19,2,35,6-10 arası,6,3,3+1,120,Antalya/Kepez/Fevzi Çakmak,,Yok,550,TRY
1905,Konut,Yazlık,9/15/18,,1,165,21-25 arası,3,3,3+1,,Tekirdağ/Çorlu/Yenice,,Yok,190000,TRY
1906,Konut,Daire,9/19/18,11/18/18,2,60,11-15 arası,5,Yüksek Giriş,1+1,,Manisa/Yunusemre/Yeni Mahalle,,Yok,1000,TRY
1907,Konut,Daire,10/22/18,11/14/18,1,23,0,2,1,1+1,,Aydın/Didim/Akbük,,Yok,205000,TRY
1908,Konut,Daire,8/31/18,9/30/18,1,30,11-15 arası,10-20 arası,8,2+1,,Mersin/Erdemli/Arpaçbahşiş,,Yok,155000,TRY
1909,Konut,Daire,10/4/18,11/21/18,1,48,16-20 arası,6,1,3+1,,Manisa/Yunusemre/Laleli,,Yok,265000,TRY
1910,Konut,Daire,1/17/19,1/17/19,1,0,26-30 arası,4,Kot 2,3+1,120,İzmir/Buca/Menderes,,Yok,275000,TRY
1911,Konut,Daire,2/26/19,,1,1,16-20 arası,9,1,3+1,140,Antalya/Konyaaltı/Öğretmenevleri,,Yok,420000,TRY
1912,Konut,Daire,1/4/19,2/3/19,1,30,0,10-20 arası,3,3+1,100,Adana/Seyhan/Yeşilyurt,,Yok,258000,TRY
1913,Konut,Daire,11/26/18,12/19/18,2,23,11-15 arası,4,1,3+1,130,Adana/Çukurova/Beyazevler,,Yok,700,TRY
1914,Konut,Daire,9/5/18,,2,175,26-30 arası,1,Bahçe katı,1+1,,İstanbul/Kartal/Soğanlık Yeni,,Yok,1000,TRY
1915,Konut,Villa,9/11/18,,1,169,0,3,Müstakil,6+2,,Ankara/Çankaya/Beytepe,,Yok,320000,USD
1916,Konut,Yazlık,12/14/18,2/12/19,1,60,31-35 arası,1,Müstakil,2+1,50,Aydın/Kuşadası/Karaova,,Yok,450000,TRY
1917,Konut,Daire,11/10/18,1/13/19,1,64,2,2,1,2+1,70,Çanakkale/Ayvacık/Küçükkuyu Bld. (Sahil),,Yok,210000,TRY
1918,Konut,Daire,11/10/18,11/15/18,1,5,0,5,2,2+1,100,İzmir/Torbalı/Ayrancılar,,Yok,225000,TRY
1919,Konut,Daire,12/12/18,1/11/19,1,30,21-25 arası,5,5,2+1,85,Manisa/Şehzadeler/Sakarya,,Yok,140000,TRY
1920,Konut,Daire,10/3/18,10/5/18,2,2,16-20 arası,4,1,3+1,,İzmir/Gaziemir/Aktepe,,Yok,800,TRY
1921,Konut,Daire,8/31/18,9/30/18,1,30,0,3,2,1+1,,Aydın/Didim/Akbük,,Yok,185000,TRY
1922,Konut,Daire,11/9/18,12/9/18,1,30,0,6,4,2+1,60,Adana/Çukurova/Belediye Evleri,,Yok,165000,TRY
1923,Konut,Daire,9/22/18,10/15/18,2,23,5,3,2,2+1,,Antalya/Muratpaşa/Yüksekalan,,Yok,1000,TRY
1924,Konut,Villa,12/27/18,2/12/19,2,47,6-10 arası,3,Müstakil,4+1,140,Aydın/Kuşadası/Kadınlar Denizi,,Yok,1900,TRY
1925,Konut,Daire,1/6/19,,1,52,1,4,1,1+1,25,Kahramanmaraş/Dulkadiroğlu/Yeni Şehir,,Yok,90000,TRY
1926,Konut,Daire,9/21/18,2/6/19,1,138,2,4,2,2+1,80,İzmir/Bayraklı/Alpaslan,,Yok,185000,TRY
1927,Konut,Villa,11/19/18,1/11/19,1,53,40 ve üzeri,2,Müstakil,3+1,200,İstanbul/Silivri/Selimpaşa,,Yok,900000,TRY
1928,Konut,Daire,12/7/18,2/9/19,1,64,0,4,Bahçe katı,2+1,70,Antalya/Kepez/Varsak Esentepe,,Yok,95750,TRY
1929,Konut,Villa,10/16/18,,1,134,0,3,Müstakil,4+1,,İzmir/Urla/Atatürk,,Yok,1150000,TRY
1930,Konut,Daire,9/25/18,10/25/18,2,30,16-20 arası,10,1,3+1,,Mersin/Mezitli/Davultepe,,Yok,900,TRY
1931,Konut,Daire,12/8/18,1/2/19,1,25,0,3,Yüksek Giriş,2+1,75,Aydın/Didim/Cumhuriyet,,Yok,185000,TRY
1932,Konut,Daire,11/17/18,1/21/19,1,65,21-25 arası,3,3,2+1,150,Balıkesir/Edremit/Altınoluk,,Yok,250000,TRY
1933,Konut,Daire,11/6/18,2/24/19,1,110,11-15 arası,3,Yüksek Giriş,2+1,110,Aydın/Didim/Çamlık,,Yok,340000,TRY
1934,Konut,Daire,10/3/18,11/2/18,1,30,16-20 arası,5,5,2+1,,Manisa/Şehzadeler/Göktaşlı,,Yok,139000,TRY
1935,Konut,Daire,12/24/18,2/27/19,2,65,1,2,1,3+1,155,Muğla/Seydikemer/Cumhuriyet,,Yok,1000,TRY
1936,Konut,Daire,10/21/18,,2,129,6-10 arası,4,4,3+1,,Adana/Seyhan/Yenibaraj,,Yok,13000,TRY
1937,Konut,Daire,11/26/18,,1,93,0,2,2,4+1,120,Çanakkale/Ayvacık/Küçükkuyu Bld. (Mıhlı),,Yok,500000,TRY
1938,Konut,Daire,12/25/18,2/24/19,1,61,0,2,Bahçe katı,2+1,95,Muğla/Dalaman/Hürriyet,,Yok,245000,TRY
1939,Konut,Daire,1/16/19,,1,42,6-10 arası,4,1,1+1,60,Balıkesir/Ayvalık/Küçükköy,,Yok,169000,TRY
1940,Konut,Daire,9/19/18,10/19/18,1,30,4,4,3,3+1,,İzmir/Buca/Atatürk,,Yok,380000,TRY
1941,Konut,Daire,9/24/18,11/23/18,1,60,11-15 arası,10-20 arası,8,3+1,,Adana/Çukurova/Belediye Evleri,,Yok,258000,TRY
1942,Konut,Yalı Dairesi,11/27/18,,2,92,,2,1,3+1,,Muğla/Marmaris/Siteler,,Yok,750,TRY
1943,Konut,Daire,11/16/18,,1,103,0,3,Çatı Katı,3+1,160,Aydın/Didim/Yeni,,Yok,530000,TRY
1944,Konut,Daire,12/4/18,1/3/19,1,30,0,5,4,1+1,45,Mersin/Yenişehir/Akkent,,Yok,124300,TRY
1945,Konut,Daire,12/15/18,2/13/19,2,60,11-15 arası,7,1,3+1,110,İzmir/Çiğli/Cumhuriyet,,Yok,650,TRY
1946,Konut,Daire,8/31/18,10/11/18,1,41,0,4,2,2+1,,Aydın/Didim/Hisar,,Yok,185000,TRY
1947,Konut,Yazlık,9/2/18,10/8/18,1,36,4,3,2,1+1,,Sakarya/Karasu/Yalı,,Yok,117000,TRY
1948,Konut,Daire,10/9/18,10/16/18,1,7,11-15 arası,2,1,2+1,,Aydın/Didim/Çamlık,,Yok,245000,TRY
1949,Konut,Daire,12/18/18,12/18/18,1,0,11-15 arası,3,Zemin Kat,2+1,70,Sakarya/Karasu/Aziziye,,Yok,116000,TRY
1950,Konut,Daire,10/26/18,12/3/18,1,38,11-15 arası,4,1,2+1,,İzmir/Gaziemir/Atıfbey,,Yok,280000,TRY
1951,Konut,Daire,10/29/18,12/22/18,2,54,6-10 arası,8,Zemin Kat,3+1,120,İzmir/Buca/Buca Koop.,,Yok,950,TRY
1952,Konut,Daire,12/3/18,1/22/19,2,50,31-35 arası,5,Zemin Kat,1+1,55,İstanbul/Bakırköy/Basınköy,,Yok,1250,TRY
1953,Konut,Daire,2/12/19,,1,15,31-35 arası,4,4,2+1,65,İzmir/Karşıyaka/Alaybey,,Yok,187000,TRY
1954,Konut,Daire,9/13/18,12/18/18,1,96,21-25 arası,4,4,3+1,,Antalya/Muratpaşa/Altındağ,,Yok,210000,TRY
1955,Konut,Daire,12/11/18,,1,78,6-10 arası,3,Bahçe katı,2+1,50,Sakarya/Karasu/Aziziye,,Yok,110000,TRY
1956,Konut,Daire,12/10/18,12/10/18,1,0,3,2,1,2+1,70,Aydın/Didim/Efeler,,Yok,190000,TRY
1957,Konut,Daire,9/20/18,1/15/19,2,117,11-15 arası,4,2,3+1,119,İzmir/Karabağlar/Maliyeciler,,Yok,1100,TRY
1958,Konut,Villa,11/26/18,2/24/19,1,90,16-20 arası,2,Müstakil,3+1,120,İzmir/Çeşme/Alaçatı,,Yok,1400000,TRY
1959,Konut,Daire,9/11/18,10/11/18,1,30,0,7,Yüksek Giriş,2+1,,Mersin/Mezitli/Davultepe,,Yok,170000,TRY
1960,Konut,Daire,10/3/18,2/9/19,1,129,11-15 arası,8,8,3+1,150,Mersin/Mezitli/Menderes,,Yok,206000,TRY
1961,Konut,Daire,9/15/18,10/15/18,1,30,16-20 arası,4,1,3+1,,Antalya/Muratpaşa/Çağlayan,,Yok,450000,TRY
1962,Konut,Daire,11/19/18,2/17/19,1,90,0,6,7,2+1,90,Adana/Seyhan/Gürselpaşa,,Yok,199000,TRY
1963,Konut,Daire,9/22/18,1/23/19,1,123,11-15 arası,3,Yüksek Giriş,3+1,,Aydın/Didim/Efeler,,Yok,209000,TRY
1964,Konut,Daire,11/29/18,2/1/19,1,64,5,3,Giriş Katı,1+1,70,Sakarya/Karasu/Yalı,,Yok,85000,TRY
1965,Konut,Daire,1/15/19,2/19/19,1,35,0,10-20 arası,2,2+1,85,Adana/Sarıçam/Gültepe,,Yok,141000,TRY
1966,Konut,Daire,11/6/18,2/25/19,2,111,16-20 arası,4,3,3+1,140,İzmir/Buca/Dicle,,Yok,1000,TRY
1967,Konut,Daire,1/4/19,,2,54,6-10 arası,3,3,3+1,140,Muğla/Fethiye/Yeni,,Yok,1300,TRY
1968,Konut,Daire,11/9/18,12/11/18,1,32,4,4,Çatı Katı,4+1,220,Antalya/Alanya/Oba,,Yok,370000,TRY
1969,Konut,Daire,12/12/18,1/11/19,2,30,2,3,3,4+1,250,İzmir/Torbalı/Fevzi Çakmak,,Yok,1100,TRY
1970,Konut,Daire,10/11/18,11/10/18,2,30,16-20 arası,3,2,2+1,,İzmir/Buca/Kozağaç,,Yok,700,TRY
1971,Konut,Daire,2/23/19,,1,4,0,3,Müstakil,1+1,45,Aydın/Didim/Hisar,,Yok,120000,TRY
1972,Konut,Daire,11/20/18,12/20/18,1,30,21-25 arası,2,Müstakil,4+1,,Muğla/Bodrum/Gündoğan,,Yok,1950000,TRY
1973,Konut,Daire,11/30/18,12/1/18,2,1,11-15 arası,5,Zemin Kat,1+0,40,Gaziantep/Şahinbey/Kavaklık,,Yok,500,TRY
1974,Konut,Daire,11/21/18,,1,98,26-30 arası,4,1,2+1,70,İstanbul/Fatih/Akşemsettin,,Yok,375000,TRY
1975,Konut,Daire,11/22/18,12/17/18,2,25,11-15 arası,,5,3+1,130,İzmir/Karşıyaka/Örnekköy,,Yok,1000,TRY
1976,Konut,Daire,2/9/19,,1,18,1,7,4,2+1,80,Adana/Sarıçam/Gültepe,,Yok,141000,TRY
1977,Konut,Villa,12/10/18,2/26/19,1,78,16-20 arası,2,Müstakil,3+1,178,İstanbul/Çekmeköy/Reşadiye,,Yok,1675000,TRY
1978,Konut,Daire,2/19/19,,2,8,3,10-20 arası,3,3+1,150,Mersin/Mezitli/Deniz,,Yok,950,TRY
1979,Konut,Müstakil Ev,12/5/18,1/7/19,2,33,36-40 arası,1,Müstakil,2+1,75,İstanbul/Kağıthane/Çeliktepe,,Yok,1150,TRY
